"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","ID_RANK","DATABASE","DATABASE_ID","GENUS_TAXON","SUBFAMILY_TAXON","FAMILY_TAXON","SUPERFAMILY_TAXON","INFRAORDER_TAXON","SUBORDER_TAXON","ORDER_TAXON","SUPERORDER_TAXON","INFRACLASS_TAXON","SUBCLASS_TAXON","CLASS_TAXON","SUPERCLASS_TAXON","SUBPHYLUM_TAXON","PHYLUM_TAXON","KINGDOM_TAXON","GROUP_CODE"
83421,"Ophiolebes sp. F (Clark 2006)","","species","WORMS","","Ophiolebes","","Ophiacanthidae","","","Ophiacanthina","Ophiacanthida","Ophintegrida","Metophiurida","Myophiuroida","Ophiuroidea","","Asterozoa","Echinodermata","Animalia",83000
83480,"Ophiomusa lymani","","species","WORMS","245559","Ophiomusa","","Ophiomusaidae","","","Ophiomusina","Ophiurida","Euryophiurida","Metophiurida","Myophiuroida","Ophiuroidea","","Asterozoa","Echinodermata","Animalia",83000
83501,"Astrophiura sp.","","genus","WORMS","205464","Astrophiura","","Astrophiuridae","","","Ophiurina","Ophiurida","Euryophiurida","Metophiurida","Myophiuroida","Ophiuroidea","","Asterozoa","Echinodermata","Animalia",83000
83660,"Amphiuridae","burrowing brittle star unid.","family","WORMS","123206","","","Amphiuridae","Amphiuroidea","","Gnathophiurina","Amphilepidida","Ophintegrida","Metophiurida","Myophiuroida","Ophiuroidea","","Asterozoa","Echinodermata","Animalia",83000
83661,"Amphiura diomedeae","","species","WORMS","243029","Amphiura","","Amphiuridae","Amphiuroidea","","Gnathophiurina","Amphilepidida","Ophintegrida","Metophiurida","Myophiuroida","Ophiuroidea","","Asterozoa","Echinodermata","Animalia",83000
83700,"Amphiodia fissa","","species","WORMS","242686","Amphiodia","","Amphiuridae","Amphiuroidea","","Gnathophiurina","Amphilepidida","Ophintegrida","Metophiurida","Myophiuroida","Ophiuroidea","","Asterozoa","Echinodermata","Animalia",83000
83701,"Amphiodia sp.","","genus","WORMS","172595","Amphiodia","","Amphiuridae","Amphiuroidea","","Gnathophiurina","Amphilepidida","Ophintegrida","Metophiurida","Myophiuroida","Ophiuroidea","","Asterozoa","Echinodermata","Animalia",83000
85000,"Holothuroidea","sea cucumber unid.","class","WORMS","123083","","","","","","","","","","","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85010,"Cucumaria frondosa japonica","","subspecies","WORMS","529406","Cucumaria","","Cucumariidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85011,"Cucumaria pallida","pale sea cucumber","species","WORMS","528936","Cucumaria","","Cucumariidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85012,"Ocnus sp.","","genus","WORMS","123484","Ocnus","","Cucumariidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85013,"Ocnus glacialis","","species","WORMS","124641","Ocnus","","Cucumariidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85015,"Parastichopus sp.","","genus","WORMS","123458","Parastichopus","","Stichopodidae","","","","Synallactida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85016,"Apostichopus leukothele","giant orange cucumber","species","WORMS","529431","Apostichopus","","Stichopodidae","","","","Synallactida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85020,"Apostichopus californicus","California sea cucumber","species","WORMS","529363","Apostichopus","","Stichopodidae","","","","Synallactida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85060,"Pseudostichopus sp.","","genus","WORMS","123469","Pseudostichopus","","Pseudostichopodidae","","","","Persiculida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85070,"Pseudostichopus mollis","sandy sea cucumber","species","WORMS","152565","Pseudostichopus","","Pseudostichopodidae","","","","Persiculida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85080,"Chiridota sp.","","genus","WORMS","123438","Chiridota","","Chiridotidae","","","","Apodida","","","Paractinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85081,"Chiridota albatrossii","","species","WORMS","528864","Chiridota","","Chiridotidae","","","","Apodida","","","Paractinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85085,"Myriotrochus rinkii","","species","WORMS","124446","Myriotrochus","","Myriotrochidae","","","","Apodida","","","Paractinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85110,"Caudina arenicola","","species","WORMS","1495289","Caudina","","Caudinidae","","","","Molpadida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85115,"Molpadia sp.","","genus","WORMS","123540","Molpadia","","Molpadiidae","","","","Molpadida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85120,"Molpadia intermedia","sweet sea potato","species","WORMS","529545","Molpadia","","Molpadiidae","","","","Molpadida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85166,"Eupentacta sp.","","genus","WORMS","528610","Eupentacta","","Sclerodactylidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85167,"Eupentacta quinquesemita","","species","WORMS","529305","Eupentacta","","Sclerodactylidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85169,"Pentamera lissoplaca","crescent sea cucumber","species","WORMS","529598","Pentamera","","Phyllophoridae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85170,"Pentamera sp.","","genus","WORMS","123489","Pentamera","","Phyllophoridae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85171,"Pentamera sp. A (Clark 2006)","","species","WORMS","","Pentamera","","Phyllophoridae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85175,"Paracaudina chilensis","rattail sea cucumber","species","WORMS","225804","Paracaudina","","Caudinidae","","","","Molpadida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85180,"Bathyplotes sp.","","genus","WORMS","123460","Bathyplotes","","Synallactidae","","","","Synallactida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85200,"Cucumaria sp.","","genus","WORMS","123479","Cucumaria","","Cucumariidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85201,"Cucumaria fallax","sea football","species","WORMS","528995","Cucumaria","","Cucumariidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85202,"Cucumaria frondosa","","species","WORMS","124612","Cucumaria","","Cucumariidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85203,"Cucumariidae","cucumarid sea cucumbers","family","WORMS","123187","","","Cucumariidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85205,"Apostichopus japonicus","","species","WORMS","241776","Apostichopus","","Stichopodidae","","","","Synallactida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85209,"Psolidae","","family","WORMS","123189","","","Psolidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85210,"Psolus sp.","","genus","WORMS","146121","Psolus","","Psolidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85211,"Psolus phantapus","","species","WORMS","124710","Psolus","","Psolidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85212,"Psolus chitonoides","","species","WORMS","247772","Psolus","","Psolidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85213,"Psolus sp. A (Clark 2006)","","species","WORMS","","Psolus","","Psolidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85219,"Psolus fabricii","brownscaled sea cucumber","species","WORMS","124703","Psolus","","Psolidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85220,"Psolus squamatus","whitescaled sea cucumber","species","WORMS","124713","Psolus","","Psolidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85221,"Psolus peronii","","species","WORMS","529651","Psolus","","Psolidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85222,"Psolus japonicus","","species","WORMS","254500","Psolus","","Psolidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85224,"Psolidium bullatum","","species","WORMS","529042","Psolidium","","Psolidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85260,"Thyonidium sp.","","genus","WORMS","123503","Thyonidium","","Cucumariidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85261,"Thyonidium kurilensis","furry sea cucumber","species","WORMS","529701","Thyonidium","","Cucumariidae","","","","Dendrochirotida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85269,"Pannychia sp.","","genus","WORMS","123525","Pannychia","","Laetmogonidae","","","","Elasipodida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85270,"Pannychia moseleyi","deep sea papillate cucumber","species","WORMS","241954","Pannychia","","Laetmogonidae","","","","Elasipodida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85287,"Synallactes sp. A (Clark 2006)","","species","WORMS","","Synallactes","","Synallactidae","","","","Synallactida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85289,"Synallactes sp.","","genus","WORMS","123471","Synallactes","","Synallactidae","","","","Synallactida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85290,"Synallactes challengeri","","species","WORMS","529678","Synallactes","","Synallactidae","","","","Synallactida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85310,"Paelopatides confundens","swimming sea cucumber","species","WORMS","148759","Paelopatides","","Synallactidae","","","","Synallactida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85410,"Scotoplanes theeli","","species","WORMS","530223","Scotoplanes","","Elpidiidae","","","","Elasipodida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
85411,"Scotoplanes sp.","","genus","WORMS","123520","Scotoplanes","","Elpidiidae","","","","Elasipodida","","","Actinopoda","Holothuroidea","","Echinozoa","Echinodermata","Animalia",85000
91000,"Porifera","sponge unid.","phylum","WORMS","558","","","","","","","","","","","","","","Porifera","Animalia",91000
91002,"","hairy lemon sponge","species","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91005,"","vase sponge unid.","","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91010,"Demospongiae","","class","WORMS","164811","","","","","","","","","","","Demospongiae","","","Porifera","Animalia",91000
91014,"Haliclona sp.","","genus","WORMS","131834","Haliclona","","Chalinidae","","","","Haplosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91015,"Suberites sp.","","genus","WORMS","132072","Suberites","","Suberitidae","","","","Suberitida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91016,"Suberites ficus","","species","WORMS","134285","Suberites","","Suberitidae","","","","Suberitida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91017,"Suberites sp. A (Clark 2006)","wax sponge","species","WORMS","","Suberites","","Suberitidae","","","","Suberitida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91018,"Suberites montiniger","peach sponge","species","WORMS","134298","Suberites","","Suberitidae","","","","Suberitida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91019,"Suberites montalbidus","stinky sponge","species","WORMS","134297","Suberites","","Suberitidae","","","","Suberitida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91020,"Suberites domuncula","hermit sponge","species","WORMS","134282","Suberites","","Suberitidae","","","","Suberitida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91030,"Aphrocallistes vastus","clay pipe sponge","species","WORMS","171632","Aphrocallistes","","Aphrocallistidae","","","","Sceptrulophora","","","Hexasterophora","Hexactinellida","","","Porifera","Animalia",91000
91035,"Heterochone calyx","goblet sponge","species","WORMS","171636","Heterochone","","Aphrocallistidae","","","","Sceptrulophora","","","Hexasterophora","Hexactinellida","","","Porifera","Animalia",91000
91036,"Heterochone tenera","crusty tube sponge","species","WORMS","171639","Heterochone","","Aphrocallistidae","","","","Sceptrulophora","","","Hexasterophora","Hexactinellida","","","Porifera","Animalia",91000
91037,"Acanthascus mirabilis","","species","WORMS","171982","Acanthascus","","Rossellidae","","","","Lyssacinosida","","","Hexasterophora","Hexactinellida","","","Porifera","Animalia",91000
91038,"Phakellia sp.","","genus","WORMS","131779","Phakellia","","Bubaridae","","","","Bubarida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91039,"Mycale sp.","","genus","WORMS","131907","Mycale","","Mycalidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91040,"Mycale loveni","lampshade sponge","species","WORMS","168642","Mycale","","Mycalidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91041,"Mycale sp. A (Clark 2006)","red mycale","species","WORMS","","Mycale","","Mycalidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91042,"Mycale adhaerens","smooth scallop sponge","species","WORMS","168518","Mycale","","Mycalidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91044,"Geodiidae","","family","WORMS","131664","","","Geodiidae","","","Astrophorina","Tetractinellida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91046,"Geodia mesotriaena","soccer ball sponge","species","WORMS","134035","Geodia","Geodiinae","Geodiidae","","","Astrophorina","Tetractinellida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91047,"Geodia sp.","","genus","WORMS","132005","Geodia","Geodiinae","Geodiidae","","","Astrophorina","Tetractinellida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91048,"Acanthascus sp.","","genus","WORMS","171966","Acanthascus","","Rossellidae","","","","Lyssacinosida","","","Hexasterophora","Hexactinellida","","","Porifera","Animalia",91000
91049,"Halichondria sp.","","genus","WORMS","131807","Halichondria","","Halichondriidae","","","","Suberitida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91050,"Halichondria panicea","barrel sponge","species","WORMS","165853","Halichondria","","Halichondriidae","","","","Suberitida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91051,"","neon yellow vase sponge","species","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91052,"Leucandra heathi","spiny vase sponge","species","WORMS","164324","Leucandra","","Grantiidae","","","","Leucosolenida","","","Calcaronea","Calcarea","","","Porifera","Animalia",91000
91053,"Rhabdocalyptus sp.","cloud sponge","genus","ITIS","47509","Rhabdocalyptus","Rossellinae","Rossellidae","","","","Lyssacinosida","","","Hexasterophora","Hexactinellida","","","Porifera","Animalia",91000
91054,"Mycale loveni","lampshade sponge","species","WORMS","168642","Mycale","","Mycalidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91055,"","brain sponge","species","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91056,"","funnel sponge","species","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91057,"Stelodoryx oxeata","scapula sponge","species","WORMS","233108","Stelodoryx","","Myxillidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91059,"Semisuberites cribrosa","cat-o-nine-tails sponge","species","WORMS","168379","Semisuberites","","Esperiopsidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91060,"Myxilla parasitica","scallop sponge","species","WORMS","169437","Myxilla","","Myxillidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91061,"Myxilla lacunosa","sulfur sponge","species","WORMS","1382889","Myxilla","","Myxillidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91062,"Myxilla brunnea","soft brown sponge","species","WORMS","133874","Myxilla","","Myxillidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91063,"Echinoclathria beringensis","hat sponge","species","WORMS","167912","Echinoclathria","Ophlitaspongiinae","Microcionidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91064,"Axinella blanca","firm finger sponge","species","WORMS","132468","Axinella","","Axinellidae","","","","Axinellida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91065,"Pachastrellidae sp. 1","mushroom sponge","species","WORMS","","","","Pachastrellidae","","","Astrophorina","Tetractinellida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91066,"Histodermella kagigunensis","spud sponge","species","WORMS","736899","Histodermella","","Coelosphaeridae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91067,"Tedania kagalaskai","club sponge","species","WORMS","225434","Tedania","","Tedaniidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91068,"Monanchora pulchra","yellow leafy sponge","species","WORMS","169022","Monanchora","","Crambeidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91069,"Tethya sp.","ball sponge","genus","WORMS","132077","Tethya","","Tethyidae","","","","Tethyida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91070,"Hyalonema sp.","fiber optic sponge","genus","WORMS","132096","Hyalonema","","Hyalonematidae","","","","Amphidiscosida","","","Amphidiscophora","Hexactinellida","","","Porifera","Animalia",91000
91071,"","staghorn sponge","","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91072,"","orange ball sponge","","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91073,"Leucosolenia sp.","","genus","WORMS","131715","Leucosolenia","","Leucosoleniidae","","","","Leucosolenida","","","Calcaronea","Calcarea","","","Porifera","Animalia",91000
91074,"Polymastia sp.","","genus","WORMS","132046","Polymastia","","Polymastiidae","","","","Polymastiida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91075,"Polymastia pacifica","orange nipple-ball sponge","species","WORMS","170653","Polymastia","","Polymastiidae","","","","Polymastiida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91076,"","orange sponge","","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91077,"","yellow bowl sponge","","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91078,"Polymastia pachymastia","black-orange spud sponge","species","WORMS","170652","Polymastia","","Polymastiidae","","","","Polymastiida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91079,"","black papillate sponge","","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91080,"","yellow green papillate sponge","","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91081,"","yellow papillate sponge","","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91082,"Polymastia sp. B (Clark 2006)","orange nipple ball sponge","species","WORMS","","Polymastia","","Polymastiidae","","","","Polymastiida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91083,"","orange encrusting sponge","","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91084,"","firm yellow green sponge","","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91085,"Leucandra sp. A (Clark 2006)","hairy vase sponge","species","WORMS","","Leucandra","","Grantiidae","","","","Leucosolenida","","","Calcaronea","Calcarea","","","Porifera","Animalia",91000
91086,"Mycale carlilei","trumpet sponge","species","WORMS","225435","Mycale","","Mycalidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91087,"Leucandra tuba","","species","WORMS","164392","Leucandra","","Grantiidae","","","","Leucosolenida","","","Calcaronea","Calcarea","","","Porifera","Animalia",91000
91088,"Isodictya rigida","orange finger sponge","species","WORMS","168470","Isodictya","","Isodictyidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91089,"Cladocroce attu","rough hat sponge","species","WORMS","737452","Cladocroce","","Chalinidae","","","","Haplosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91090,"","orange papillate sponge","","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91091,"Isodictya sp.","","genus","WORMS","131905","Isodictya","","Isodictyidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91092,"Abyssocladia flagrum","cheesestick sponge","species","WORMS","864174","Abyssocladia","","Cladorhizidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91093,"","soft finger sponge","species","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91094,"Mycale tylota","slimy kelp sponge","species","WORMS","168664","Mycale","","Mycalidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91096,"","slimy antler sponge","species","WORMS","","","","","","","","","","","","","","","Porifera","Animalia",91000
91097,"Leucandra sp.","","genus","WORMS","131704","Leucandra","","Grantiidae","","","","Leucosolenida","","","Calcaronea","Calcarea","","","Porifera","Animalia",91000
91098,"Myxilla pedunculata","","species","WORMS","169424","Myxilla","","Myxillidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91099,"Cladocroce kiska","","species","WORMS","737453","Cladocroce","","Chalinidae","","","","Haplosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91100,"Geodia starki","pita sponge","species","WORMS","740291","Geodia","Geodiinae","Geodiidae","","","Astrophorina","Tetractinellida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91101,"Phorbas paucistylifer","","species","WORMS","169346","Phorbas","","Hymedesmiidae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91102,"Inflatella globosa","yellow ball sponge","species","WORMS","168899","Inflatella","","Coelosphaeridae","","","","Poecilosclerida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91103,"Acanthascus sp. A","angel-hair vase sponge","species","WORMS","","Acanthascus","","Rossellidae","","","","Lyssacinosida","","","Hexasterophora","Hexactinellida","","","Porifera","Animalia",91000
91104,"Acanthascus sp. B","thin-lipped vase sponge","species","WORMS","","Acanthascus","","Rossellidae","","","","Lyssacinosida","","","Hexasterophora","Hexactinellida","","","Porifera","Animalia",91000
91105,"Stelletta sp.","stone sponge","genus","WORMS","131994","Stelletta","","Ancorinidae","","","Astrophorina","Tetractinellida","","","Heteroscleromorpha","Demospongiae","","","Porifera","Animalia",91000
91106,"Leucilla nuttingi","","species","WORMS","164219","Leucilla","","Amphoriscidae","","","","Leucosolenida","","","Calcaronea","Calcarea","","","Porifera","Animalia",91000
95005,"Leieschara sp. cf. subgracilis (Bayer et al.)","","species","WORMS","","Leieschara","","Myriaporidae","Schizoporelloidea","","Flustrina","Cheilostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95006,"Myriapora orientalis","","species","WORMS","423543","Myriapora","","Myriaporidae","Schizoporelloidea","","Flustrina","Cheilostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95007,"Myriapora sp.","","genus","WORMS","110949","Myriapora","","Myriaporidae","Schizoporelloidea","","Flustrina","Cheilostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95010,"","bryozoan sp. A unid.","species","WORMS","","","","","","","","","","","","","","","Bryozoa","Animalia",95000
95011,"","fluffy sponge","species","WORMS","","","","","","","","","","","","","","","Bryozoa","Animalia",95000
95015,"Phidolopora pacifica","lattice-work bryozoan","species","WORMS","470149","Phidolopora","","Phidoloporidae","Celleporoidea","","Flustrina","Cheilostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95016,"Bugula sp.","","genus","WORMS","110839","Bugula","","Bugulidae","Buguloidea","","Flustrina","Cheilostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95017,"Crisularia pacifica","","species","WORMS","834038","Crisularia","","Bugulidae","Buguloidea","","Flustrina","Cheilostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95020,"Eucratea loricata","feathery bryozoan","species","WORMS","111361","Eucratea","","Eucrateidae","Scruparioidea","","Scrupariina","Cheilostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95030,"Serratiflustra serrulata","leafy bryozoan","species","WORMS","465722","Serratiflustra","","Flustridae","Flustroidea","","Flustrina","Cheilostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95031,"Carbasea sp.","","genus","WORMS","110909","Carbasea","","Flustridae","Flustroidea","","Flustrina","Cheilostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95032,"Tegella magnipora","","species","WORMS","469380","Tegella","","Calloporidae","Calloporoidea","","Flustrina","Cheilostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95035,"Flustrellidra corniculata","","species","WORMS","111620","Flustrellidra","","Flustrellidridae","Flustrellidroidea","","Flustrellidrina","Ctenostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95036,"Alcyonidium pedunculatum","fruit leather bryozoan","species","WORMS","470641","Alcyonidium","","Alcyonidiidae","Alcyonidioidea","","Alcyonidiina","Ctenostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95037,"Alcyonidium sp. A","medusa bryozoan","species","WORMS","","Alcyonidium","","Alcyonidiidae","Alcyonidioidea","","Alcyonidiina","Ctenostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95038,"Alcyonidium sp.","","genus","WORMS","110993","Alcyonidium","","Alcyonidiidae","Alcyonidioidea","","Alcyonidiina","Ctenostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95039,"Alcyonidium disciforme","disc bryozoan","species","WORMS","111598","Alcyonidium","","Alcyonidiidae","Alcyonidioidea","","Alcyonidiina","Ctenostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95040,"Leieschara subgracilis","","species","WORMS","865151","Leieschara","","Myriaporidae","Schizoporelloidea","","Flustrina","Cheilostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95041,"Alcyonidium enteromorpha","noodle bryozoan","species","WORMS","470633","Alcyonidium","","Alcyonidiidae","Alcyonidioidea","","Alcyonidiina","Ctenostomatida","","","","Gymnolaemata","","","Bryozoa","Animalia",95000
95045,"Idmidronea sp.","","genus","WORMS","111052","Idmidronea","","Tubuliporidae","","","Tubuliporina","Cyclostomatida","","","","Stenolaemata","","","Bryozoa","Animalia",95000
